"ID","Tagged objects"
"gravestone:grave_replaceable","minecraft:tall_grass, minecraft:grass, minecraft:water, minecraft:lava, minecraft:dandelion, minecraft:lilac, minecraft:rose_bush, minecraft:peony, minecraft:sunflower, minecraft:poppy, minecraft:blue_orchid, minecraft:azure_bluet, minecraft:oxeye_daisy, minecraft:orange_tulip, minecraft:pink_tulip, minecraft:red_tulip, minecraft:white_tulip, minecraft:allium, minecraft:fern, minecraft:large_fern, minecraft:spruce_sapling, minecraft:acacia_sapling, minecraft:birch_sapling, minecraft:dark_oak_sapling, minecraft:jungle_sapling, minecraft:oak_sapling, minecraft:brown_mushroom, minecraft:red_mushroom, minecraft:snow, minecraft:vine, minecraft:dead_bush, minecraft:fire"
"minecraft:acacia_logs","minecraft:acacia_log, minecraft:acacia_wood, minecraft:stripped_acacia_log, minecraft:stripped_acacia_wood"
"minecraft:anvil","minecraft:anvil, minecraft:chipped_anvil, minecraft:damaged_anvil"
"minecraft:bamboo_plantable_on","minecraft:sand, minecraft:red_sand, minecraft:bamboo, minecraft:bamboo_sapling, minecraft:gravel, minecraft:dirt, minecraft:grass_block, minecraft:podzol, minecraft:coarse_dirt, minecraft:mycelium, botania:dry_grass, botania:golden_grass, botania:vivid_grass, botania:scorched_grass, botania:infused_grass, botania:mutated_grass"
"minecraft:banners","minecraft:white_banner, minecraft:orange_banner, minecraft:magenta_banner, minecraft:light_blue_banner, minecraft:yellow_banner, minecraft:lime_banner, minecraft:pink_banner, minecraft:gray_banner, minecraft:light_gray_banner, minecraft:cyan_banner, minecraft:purple_banner, minecraft:blue_banner, minecraft:brown_banner, minecraft:green_banner, minecraft:red_banner, minecraft:black_banner, minecraft:white_wall_banner, minecraft:orange_wall_banner, minecraft:magenta_wall_banner, minecraft:light_blue_wall_banner, minecraft:yellow_wall_banner, minecraft:lime_wall_banner, minecraft:pink_wall_banner, minecraft:gray_wall_banner, minecraft:light_gray_wall_banner, minecraft:cyan_wall_banner, minecraft:purple_wall_banner, minecraft:blue_wall_banner, minecraft:brown_wall_banner, minecraft:green_wall_banner, minecraft:red_wall_banner, minecraft:black_wall_banner"
"minecraft:base_stone_nether","minecraft:netherrack, minecraft:basalt, minecraft:blackstone"
"minecraft:base_stone_overworld","minecraft:stone, minecraft:granite, minecraft:diorite, minecraft:andesite, quark:jasper, quark:limestone, quark:marble, quark:slate"
"minecraft:beacon_base_blocks","minecraft:netherite_block, minecraft:emerald_block, minecraft:diamond_block, minecraft:gold_block, minecraft:iron_block, thermal:copper_block, tconstruct:copper_block, tconstruct:cobalt_block, tconstruct:slimesteel_block, tconstruct:tinkers_bronze_block, tconstruct:rose_gold_block, tconstruct:pig_iron_block, tconstruct:queens_slime_block, tconstruct:manyullyn_block, tconstruct:hepatizon_block, tconstruct:soulsteel_block, tconstruct:knightslime_block, tconstruct:silky_jewel_block, botania:manasteel_block, botania:terrasteel_block, botania:elementium_block, botania:mana_diamond_block, botania:dragonstone_block, quark:golden_apple_crate"
"minecraft:beds","minecraft:red_bed, minecraft:black_bed, minecraft:blue_bed, minecraft:brown_bed, minecraft:cyan_bed, minecraft:gray_bed, minecraft:green_bed, minecraft:light_blue_bed, minecraft:light_gray_bed, minecraft:lime_bed, minecraft:magenta_bed, minecraft:orange_bed, minecraft:pink_bed, minecraft:purple_bed, minecraft:white_bed, minecraft:yellow_bed"
"minecraft:bee_growables","minecraft:beetroots, minecraft:carrots, minecraft:potatoes, minecraft:wheat, minecraft:melon_stem, minecraft:pumpkin_stem, minecraft:sweet_berry_bush"
"minecraft:beehives","minecraft:bee_nest, minecraft:beehive"
"minecraft:birch_logs","minecraft:birch_log, minecraft:birch_wood, minecraft:stripped_birch_log, minecraft:stripped_birch_wood"
"minecraft:buttons","minecraft:oak_button, minecraft:spruce_button, minecraft:birch_button, minecraft:jungle_button, minecraft:acacia_button, minecraft:dark_oak_button, minecraft:crimson_button, minecraft:warped_button, tconstruct:greenheart_button, tconstruct:skyroot_button, tconstruct:bloodshroom_button, minecraft:stone_button, minecraft:polished_blackstone_button, quark:gold_button, quark:iron_button"
"minecraft:campfires","minecraft:campfire, minecraft:soul_campfire"
"minecraft:carpets","minecraft:white_carpet, minecraft:orange_carpet, minecraft:magenta_carpet, minecraft:light_blue_carpet, minecraft:yellow_carpet, minecraft:lime_carpet, minecraft:pink_carpet, minecraft:gray_carpet, minecraft:light_gray_carpet, minecraft:cyan_carpet, minecraft:purple_carpet, minecraft:blue_carpet, minecraft:brown_carpet, minecraft:green_carpet, minecraft:red_carpet, minecraft:black_carpet"
"minecraft:climbable","minecraft:ladder, minecraft:vine, minecraft:scaffolding, minecraft:weeping_vines, minecraft:weeping_vines_plant, minecraft:twisting_vines, minecraft:twisting_vines_plant, tconstruct:seared_ladder, tconstruct:scorched_ladder, botania:solid_vine, quark:acacia_ladder, quark:birch_ladder, quark:dark_oak_ladder, quark:jungle_ladder, quark:spruce_ladder, quark:crimson_ladder, quark:warped_ladder, quark:iron_ladder"
"minecraft:coral_blocks","minecraft:tube_coral_block, minecraft:brain_coral_block, minecraft:bubble_coral_block, minecraft:fire_coral_block, minecraft:horn_coral_block"
"minecraft:coral_plants","minecraft:tube_coral, minecraft:brain_coral, minecraft:bubble_coral, minecraft:fire_coral, minecraft:horn_coral"
"minecraft:corals","minecraft:tube_coral, minecraft:brain_coral, minecraft:bubble_coral, minecraft:fire_coral, minecraft:horn_coral, minecraft:tube_coral_fan, minecraft:brain_coral_fan, minecraft:bubble_coral_fan, minecraft:fire_coral_fan, minecraft:horn_coral_fan"
"minecraft:crimson_stems","minecraft:crimson_stem, minecraft:stripped_crimson_stem, minecraft:crimson_hyphae, minecraft:stripped_crimson_hyphae"
"minecraft:crops","minecraft:beetroots, minecraft:carrots, minecraft:potatoes, minecraft:wheat, minecraft:melon_stem, minecraft:pumpkin_stem"
"minecraft:dark_oak_logs","minecraft:dark_oak_log, minecraft:dark_oak_wood, minecraft:stripped_dark_oak_log, minecraft:stripped_dark_oak_wood"
"minecraft:doors","minecraft:oak_door, minecraft:spruce_door, minecraft:birch_door, minecraft:jungle_door, minecraft:acacia_door, minecraft:dark_oak_door, minecraft:crimson_door, minecraft:warped_door, tconstruct:greenheart_door, tconstruct:skyroot_door, tconstruct:bloodshroom_door, minecraft:iron_door"
"minecraft:dragon_immune","minecraft:barrier, minecraft:bedrock, minecraft:end_portal, minecraft:end_portal_frame, minecraft:end_gateway, minecraft:command_block, minecraft:repeating_command_block, minecraft:chain_command_block, minecraft:structure_block, minecraft:jigsaw, minecraft:moving_piston, minecraft:obsidian, minecraft:crying_obsidian, minecraft:end_stone, minecraft:iron_bars, minecraft:respawn_anchor, mysticalagriculture:witherproof_block, mysticalagriculture:witherproof_bricks, mysticalagriculture:witherproof_glass, tconstruct:obsidian_pane, botania:infrangible_platform, quark:biotite_ore, quark:basalt, quark:polished_basalt, quark:basalt_stairs, quark:polished_basalt_stairs, quark:basalt_slab, quark:polished_basalt_slab, quark:basalt_vertical_slab, quark:polished_basalt_vertical_slab, quark:basalt_wall, quark:basalt_speleothem, quark:basalt_bricks, quark:basalt_pavement, quark:chiseled_basalt_bricks, quark:basalt_bricks_slab, quark:basalt_bricks_stairs, quark:basalt_bricks_vertical_slab, quark:basalt_bricks_wall, quark:basalt_pillar, quark:myalite, quark:polished_myalite, quark:myalite_stairs, quark:polished_myalite_stairs, quark:myalite_slab, quark:polished_myalite_slab, quark:myalite_vertical_slab, quark:polished_myalite_vertical_slab, quark:myalite_wall, quark:myalite_bricks, quark:myalite_pavement, quark:chiseled_myalite_bricks, quark:myalite_bricks_slab, quark:myalite_bricks_stairs, quark:myalite_bricks_vertical_slab, quark:myalite_bricks_wall, quark:myalite_pillar, quark:duskbound_lantern, quark:duskbound_block, quark:duskbound_block_stairs, quark:duskbound_block_slab, quark:duskbound_block_vertical_slab, quark:myalite_crystal"
"minecraft:enderman_holdable","minecraft:dandelion, minecraft:poppy, minecraft:blue_orchid, minecraft:allium, minecraft:azure_bluet, minecraft:red_tulip, minecraft:orange_tulip, minecraft:white_tulip, minecraft:pink_tulip, minecraft:oxeye_daisy, minecraft:cornflower, minecraft:lily_of_the_valley, minecraft:wither_rose, botania:black_mystical_flower, botania:blue_mystical_flower, botania:brown_mystical_flower, botania:cyan_mystical_flower, botania:gray_mystical_flower, botania:green_mystical_flower, botania:light_blue_mystical_flower, botania:light_gray_mystical_flower, botania:lime_mystical_flower, botania:magenta_mystical_flower, botania:orange_mystical_flower, botania:pink_mystical_flower, botania:purple_mystical_flower, botania:red_mystical_flower, botania:white_mystical_flower, botania:yellow_mystical_flower, cyclic:flower_cyan, minecraft:grass_block, minecraft:dirt, minecraft:coarse_dirt, minecraft:podzol, minecraft:sand, minecraft:red_sand, minecraft:gravel, minecraft:brown_mushroom, minecraft:red_mushroom, minecraft:tnt, minecraft:cactus, minecraft:clay, minecraft:pumpkin, minecraft:carved_pumpkin, minecraft:melon, minecraft:mycelium, minecraft:crimson_fungus, minecraft:crimson_nylium, minecraft:crimson_roots, minecraft:warped_fungus, minecraft:warped_nylium, minecraft:warped_roots, tconstruct:earth_congealed_slime, tconstruct:sky_congealed_slime, tconstruct:ichor_congealed_slime, tconstruct:ender_congealed_slime, tconstruct:blood_congealed_slime, tconstruct:grout, tconstruct:earth_slime_dirt, tconstruct:sky_slime_dirt, tconstruct:ichor_slime_dirt, tconstruct:ender_slime_dirt, tconstruct:earth_earth_slime_grass, tconstruct:sky_earth_slime_grass, tconstruct:ichor_earth_slime_grass, tconstruct:ender_earth_slime_grass, tconstruct:blood_earth_slime_grass, tconstruct:earth_sky_slime_grass, tconstruct:sky_sky_slime_grass, tconstruct:ichor_sky_slime_grass, tconstruct:ender_sky_slime_grass, tconstruct:blood_sky_slime_grass, tconstruct:earth_ichor_slime_grass, tconstruct:sky_ichor_slime_grass, tconstruct:ichor_ichor_slime_grass, tconstruct:ender_ichor_slime_grass, tconstruct:blood_ichor_slime_grass, tconstruct:earth_ender_slime_grass, tconstruct:sky_ender_slime_grass, tconstruct:ichor_ender_slime_grass, tconstruct:ender_ender_slime_grass, tconstruct:blood_ender_slime_grass, tconstruct:earth_vanilla_slime_grass, tconstruct:sky_vanilla_slime_grass, tconstruct:ichor_vanilla_slime_grass, tconstruct:ender_vanilla_slime_grass, tconstruct:blood_vanilla_slime_grass, quark:glowcelium, quark:glowshroom"
"minecraft:fence_gates","minecraft:acacia_fence_gate, minecraft:birch_fence_gate, minecraft:dark_oak_fence_gate, minecraft:jungle_fence_gate, minecraft:oak_fence_gate, minecraft:spruce_fence_gate, minecraft:crimson_fence_gate, minecraft:warped_fence_gate, tconstruct:greenheart_fence_gate, tconstruct:skyroot_fence_gate, tconstruct:bloodshroom_fence_gate, botania:dreamwood_fence_gate, botania:livingwood_fence_gate"
"minecraft:fences","minecraft:oak_fence, minecraft:acacia_fence, minecraft:dark_oak_fence, minecraft:spruce_fence, minecraft:birch_fence, minecraft:jungle_fence, minecraft:crimson_fence, minecraft:warped_fence, tconstruct:greenheart_fence, tconstruct:skyroot_fence, tconstruct:bloodshroom_fence, minecraft:nether_brick_fence, tconstruct:scorched_bricks_fence, botania:dreamwood_fence, botania:livingwood_fence"
"minecraft:fire","minecraft:fire, minecraft:soul_fire"
"minecraft:flower_pots","minecraft:flower_pot, minecraft:potted_poppy, minecraft:potted_blue_orchid, minecraft:potted_allium, minecraft:potted_azure_bluet, minecraft:potted_red_tulip, minecraft:potted_orange_tulip, minecraft:potted_white_tulip, minecraft:potted_pink_tulip, minecraft:potted_oxeye_daisy, minecraft:potted_dandelion, minecraft:potted_oak_sapling, minecraft:potted_spruce_sapling, minecraft:potted_birch_sapling, minecraft:potted_jungle_sapling, minecraft:potted_acacia_sapling, minecraft:potted_dark_oak_sapling, minecraft:potted_red_mushroom, minecraft:potted_brown_mushroom, minecraft:potted_dead_bush, minecraft:potted_fern, minecraft:potted_cactus, minecraft:potted_cornflower, minecraft:potted_lily_of_the_valley, minecraft:potted_wither_rose, minecraft:potted_bamboo, minecraft:potted_crimson_fungus, minecraft:potted_warped_fungus, minecraft:potted_crimson_roots, minecraft:potted_warped_roots, quark:potted_beetroot, quark:potted_berries, quark:potted_blue_blossom_sapling, quark:potted_carrot, quark:potted_chorus, quark:potted_cocoa_bean, quark:potted_glowshroom, quark:potted_grass, quark:potted_large_fern, quark:potted_lavender_blossom_sapling, quark:potted_lilac, quark:potted_melon, quark:potted_nether_sprouts, quark:potted_nether_wart, quark:potted_orange_blossom_sapling, quark:potted_peony, quark:potted_pink_blossom_sapling, quark:potted_potato, quark:potted_pumpkin, quark:potted_red_blossom_sapling, quark:potted_rose, quark:potted_sea_pickle, quark:potted_sugar_cane, quark:potted_sunflower, quark:potted_tall_grass, quark:potted_twisting_vines, quark:potted_vine, quark:potted_weeping_vines, quark:potted_wheat, quark:potted_yellow_blossom_sapling"
"minecraft:flowers","minecraft:dandelion, minecraft:poppy, minecraft:blue_orchid, minecraft:allium, minecraft:azure_bluet, minecraft:red_tulip, minecraft:orange_tulip, minecraft:white_tulip, minecraft:pink_tulip, minecraft:oxeye_daisy, minecraft:cornflower, minecraft:lily_of_the_valley, minecraft:wither_rose, botania:black_mystical_flower, botania:blue_mystical_flower, botania:brown_mystical_flower, botania:cyan_mystical_flower, botania:gray_mystical_flower, botania:green_mystical_flower, botania:light_blue_mystical_flower, botania:light_gray_mystical_flower, botania:lime_mystical_flower, botania:magenta_mystical_flower, botania:orange_mystical_flower, botania:pink_mystical_flower, botania:purple_mystical_flower, botania:red_mystical_flower, botania:white_mystical_flower, botania:yellow_mystical_flower, cyclic:flower_cyan, minecraft:sunflower, minecraft:lilac, minecraft:peony, minecraft:rose_bush, botania:black_double_flower, botania:blue_double_flower, botania:brown_double_flower, botania:cyan_double_flower, botania:gray_double_flower, botania:green_double_flower, botania:light_blue_double_flower, botania:light_gray_double_flower, botania:lime_double_flower, botania:magenta_double_flower, botania:orange_double_flower, botania:pink_double_flower, botania:purple_double_flower, botania:red_double_flower, botania:white_double_flower, botania:yellow_double_flower"
"minecraft:glass","minecraft:glass, minecraft:white_stained_glass, minecraft:orange_stained_glass, minecraft:magenta_stained_glass, minecraft:light_blue_stained_glass, minecraft:yellow_stained_glass, minecraft:lime_stained_glass, minecraft:pink_stained_glass, minecraft:gray_stained_glass, minecraft:light_gray_stained_glass, minecraft:cyan_stained_glass, minecraft:purple_stained_glass, minecraft:brown_stained_glass, minecraft:green_stained_glass, minecraft:red_stained_glass, minecraft:black_stained_glass"
"minecraft:gold_ores","minecraft:gold_ore, minecraft:nether_gold_ore, osv:gold_ore_andesite, osv:gold_ore_granite, osv:gold_ore_diorite, osv:gold_ore"
"minecraft:guarded_by_piglins","minecraft:gold_block, minecraft:barrel, minecraft:chest, minecraft:ender_chest, minecraft:gilded_blackstone, minecraft:trapped_chest, minecraft:shulker_box, minecraft:black_shulker_box, minecraft:blue_shulker_box, minecraft:brown_shulker_box, minecraft:cyan_shulker_box, minecraft:gray_shulker_box, minecraft:green_shulker_box, minecraft:light_blue_shulker_box, minecraft:light_gray_shulker_box, minecraft:lime_shulker_box, minecraft:magenta_shulker_box, minecraft:orange_shulker_box, minecraft:pink_shulker_box, minecraft:purple_shulker_box, minecraft:red_shulker_box, minecraft:white_shulker_box, minecraft:yellow_shulker_box, minecraft:gold_ore, minecraft:nether_gold_ore, tconstruct:silky_jewel_block, tconstruct:rose_gold_block, quark:oak_trapped_chest, quark:spruce_trapped_chest, quark:birch_trapped_chest, quark:jungle_trapped_chest, quark:acacia_trapped_chest, quark:dark_oak_trapped_chest, quark:warped_trapped_chest, quark:crimson_trapped_chest, quark:nether_brick_trapped_chest, quark:purpur_trapped_chest, quark:prismarine_trapped_chest, quark:mushroom_trapped_chest, quark:oak_chest, quark:spruce_chest, quark:birch_chest, quark:jungle_chest, quark:acacia_chest, quark:dark_oak_chest, quark:warped_chest, quark:crimson_chest, quark:nether_brick_chest, quark:purpur_chest, quark:prismarine_chest, quark:mushroom_chest, osv:gold_ore_andesite, osv:gold_ore_granite, osv:gold_ore_diorite, osv:gold_ore"
"minecraft:hoglin_repellents","minecraft:warped_fungus, minecraft:potted_warped_fungus, minecraft:nether_portal, minecraft:respawn_anchor"
"minecraft:ice","minecraft:ice, minecraft:packed_ice, minecraft:blue_ice, minecraft:frosted_ice"
"minecraft:impermeable","minecraft:glass, minecraft:white_stained_glass, minecraft:orange_stained_glass, minecraft:magenta_stained_glass, minecraft:light_blue_stained_glass, minecraft:yellow_stained_glass, minecraft:lime_stained_glass, minecraft:pink_stained_glass, minecraft:gray_stained_glass, minecraft:light_gray_stained_glass, minecraft:cyan_stained_glass, minecraft:purple_stained_glass, minecraft:blue_stained_glass, minecraft:brown_stained_glass, minecraft:green_stained_glass, minecraft:red_stained_glass, minecraft:black_stained_glass, tconstruct:clear_glass, tconstruct:soul_glass, tconstruct:seared_glass, tconstruct:white_clear_stained_glass, tconstruct:orange_clear_stained_glass, tconstruct:magenta_clear_stained_glass, tconstruct:light_blue_clear_stained_glass, tconstruct:yellow_clear_stained_glass, tconstruct:lime_clear_stained_glass, tconstruct:pink_clear_stained_glass, tconstruct:gray_clear_stained_glass, tconstruct:light_gray_clear_stained_glass, tconstruct:cyan_clear_stained_glass, tconstruct:purple_clear_stained_glass, tconstruct:blue_clear_stained_glass, tconstruct:brown_clear_stained_glass, tconstruct:green_clear_stained_glass, tconstruct:red_clear_stained_glass, tconstruct:black_clear_stained_glass, botania:elf_glass, botania:mana_glass, botania:bifrost, botania:bifrost_perm, quark:dirty_glass, quark:framed_glass, quark:black_framed_glass, quark:blue_framed_glass, quark:brown_framed_glass, quark:cyan_framed_glass, quark:gray_framed_glass, quark:green_framed_glass, quark:light_blue_framed_glass, quark:light_gray_framed_glass, quark:lime_framed_glass, quark:magenta_framed_glass, quark:orange_framed_glass, quark:pink_framed_glass, quark:purple_framed_glass, quark:red_framed_glass, quark:white_framed_glass, quark:yellow_framed_glass"
"minecraft:infiniburn_end","minecraft:netherrack, minecraft:magma_block, cyclic:fireplace, minecraft:bedrock"
"minecraft:infiniburn_nether","minecraft:netherrack, minecraft:magma_block, cyclic:fireplace"
"minecraft:infiniburn_overworld","minecraft:netherrack, minecraft:magma_block, cyclic:fireplace"
"minecraft:jungle_logs","minecraft:jungle_log, minecraft:jungle_wood, minecraft:stripped_jungle_log, minecraft:stripped_jungle_wood"
"minecraft:leaves","minecraft:jungle_leaves, minecraft:oak_leaves, minecraft:spruce_leaves, minecraft:dark_oak_leaves, minecraft:acacia_leaves, minecraft:birch_leaves, tconstruct:earth_slime_leaves, tconstruct:sky_slime_leaves, tconstruct:ichor_slime_leaves, tconstruct:ender_slime_leaves, tconstruct:blood_slime_leaves, quark:blue_blossom_leaves, quark:lavender_blossom_leaves, quark:orange_blossom_leaves, quark:pink_blossom_leaves, quark:yellow_blossom_leaves, quark:red_blossom_leaves"
"minecraft:logs","minecraft:dark_oak_log, minecraft:dark_oak_wood, minecraft:stripped_dark_oak_log, minecraft:stripped_dark_oak_wood, minecraft:oak_log, minecraft:oak_wood, minecraft:stripped_oak_log, minecraft:stripped_oak_wood, minecraft:acacia_log, minecraft:acacia_wood, minecraft:stripped_acacia_log, minecraft:stripped_acacia_wood, minecraft:birch_log, minecraft:birch_wood, minecraft:stripped_birch_log, minecraft:stripped_birch_wood, minecraft:jungle_log, minecraft:jungle_wood, minecraft:stripped_jungle_log, minecraft:stripped_jungle_wood, minecraft:spruce_log, minecraft:spruce_wood, minecraft:stripped_spruce_log, minecraft:stripped_spruce_wood, tconstruct:greenheart_log, tconstruct:stripped_greenheart_log, tconstruct:greenheart_wood, tconstruct:stripped_greenheart_wood, tconstruct:skyroot_log, tconstruct:stripped_skyroot_log, tconstruct:skyroot_wood, tconstruct:stripped_skyroot_wood, minecraft:crimson_stem, minecraft:stripped_crimson_stem, minecraft:crimson_hyphae, minecraft:stripped_crimson_hyphae, minecraft:warped_stem, minecraft:stripped_warped_stem, minecraft:warped_hyphae, minecraft:stripped_warped_hyphae, tconstruct:bloodshroom_log, tconstruct:stripped_bloodshroom_log, tconstruct:bloodshroom_wood, tconstruct:stripped_bloodshroom_wood"
"minecraft:logs_that_burn","minecraft:dark_oak_log, minecraft:dark_oak_wood, minecraft:stripped_dark_oak_log, minecraft:stripped_dark_oak_wood, minecraft:oak_log, minecraft:oak_wood, minecraft:stripped_oak_log, minecraft:stripped_oak_wood, minecraft:acacia_log, minecraft:acacia_wood, minecraft:stripped_acacia_log, minecraft:stripped_acacia_wood, minecraft:birch_log, minecraft:birch_wood, minecraft:stripped_birch_log, minecraft:stripped_birch_wood, minecraft:jungle_log, minecraft:jungle_wood, minecraft:stripped_jungle_log, minecraft:stripped_jungle_wood, minecraft:spruce_log, minecraft:spruce_wood, minecraft:stripped_spruce_log, minecraft:stripped_spruce_wood, tconstruct:greenheart_log, tconstruct:stripped_greenheart_log, tconstruct:greenheart_wood, tconstruct:stripped_greenheart_wood, tconstruct:skyroot_log, tconstruct:stripped_skyroot_log, tconstruct:skyroot_wood, tconstruct:stripped_skyroot_wood"
"minecraft:mushroom_grow_block","minecraft:mycelium, minecraft:podzol, minecraft:crimson_nylium, minecraft:warped_nylium, quark:glowcelium"
"minecraft:mushroom_hyphae","minecraft:brown_mushroom_block, minecraft:red_mushroom_block, minecraft:crimson_hyphae, minecraft:warped_hyphae, minecraft:stripped_crimson_hyphae, minecraft:stripped_warped_hyphae, minecraft:nether_wart_block, minecraft:warped_wart_block, minecraft:shroomlight"
"minecraft:mushroom_stem","minecraft:mushroom_stem, minecraft:crimson_stem, minecraft:warped_stem"
"minecraft:non_flammable_wood","minecraft:warped_stem, minecraft:stripped_warped_stem, minecraft:warped_hyphae, minecraft:stripped_warped_hyphae, minecraft:crimson_stem, minecraft:stripped_crimson_stem, minecraft:crimson_hyphae, minecraft:stripped_crimson_hyphae, minecraft:crimson_planks, minecraft:warped_planks, minecraft:crimson_slab, minecraft:warped_slab, minecraft:crimson_pressure_plate, minecraft:warped_pressure_plate, minecraft:crimson_fence, minecraft:warped_fence, minecraft:crimson_trapdoor, minecraft:warped_trapdoor, minecraft:crimson_fence_gate, minecraft:warped_fence_gate, minecraft:crimson_stairs, minecraft:warped_stairs, minecraft:crimson_button, minecraft:warped_button, minecraft:crimson_door, minecraft:warped_door, minecraft:crimson_sign, minecraft:warped_sign, minecraft:crimson_wall_sign, minecraft:warped_wall_sign, tconstruct:bloodshroom_planks, tconstruct:bloodshroom_planks_slab, tconstruct:bloodshroom_planks_stairs, tconstruct:bloodshroom_fence, tconstruct:bloodshroom_fence_gate, tconstruct:bloodshroom_door, tconstruct:bloodshroom_trapdoor, tconstruct:bloodshroom_pressure_plate, tconstruct:bloodshroom_button, tconstruct:bloodshroom_log, tconstruct:stripped_bloodshroom_log, tconstruct:bloodshroom_wood, tconstruct:stripped_bloodshroom_wood, quark:warped_chest, quark:crimson_chest, quark:warped_ladder, quark:crimson_ladder, quark:warped_post, quark:crimson_post, quark:warped_bookshelf, quark:crimson_bookshelf"
"minecraft:nylium","minecraft:crimson_nylium, minecraft:warped_nylium"
"minecraft:oak_logs","minecraft:oak_log, minecraft:oak_wood, minecraft:stripped_oak_log, minecraft:stripped_oak_wood"
"minecraft:piglin_repellents","minecraft:soul_fire, minecraft:soul_torch, minecraft:soul_lantern, minecraft:soul_wall_torch, minecraft:soul_campfire"
"minecraft:planks","minecraft:oak_planks, minecraft:spruce_planks, minecraft:birch_planks, minecraft:jungle_planks, minecraft:acacia_planks, minecraft:dark_oak_planks, minecraft:crimson_planks, minecraft:warped_planks, tconstruct:greenheart_planks, tconstruct:skyroot_planks, tconstruct:bloodshroom_planks, quark:vertical_oak_planks, quark:vertical_spruce_planks, quark:vertical_birch_planks, quark:vertical_jungle_planks, quark:vertical_acacia_planks, quark:vertical_dark_oak_planks, quark:vertical_warped_planks, quark:vertical_crimson_planks, quark:black_stained_planks, quark:blue_stained_planks, quark:brown_stained_planks, quark:cyan_stained_planks, quark:gray_stained_planks, quark:green_stained_planks, quark:light_blue_stained_planks, quark:light_gray_stained_planks, quark:lime_stained_planks, quark:magenta_stained_planks, quark:orange_stained_planks, quark:pink_stained_planks, quark:purple_stained_planks, quark:red_stained_planks, quark:white_stained_planks, quark:yellow_stained_planks, quark:vertical_black_stained_planks, quark:vertical_blue_stained_planks, quark:vertical_brown_stained_planks, quark:vertical_cyan_stained_planks, quark:vertical_gray_stained_planks, quark:vertical_green_stained_planks, quark:vertical_light_blue_stained_planks, quark:vertical_light_gray_stained_planks, quark:vertical_lime_stained_planks, quark:vertical_magenta_stained_planks, quark:vertical_orange_stained_planks, quark:vertical_pink_stained_planks, quark:vertical_purple_stained_planks, quark:vertical_red_stained_planks, quark:vertical_white_stained_planks, quark:vertical_yellow_stained_planks"
"minecraft:portals","minecraft:nether_portal, minecraft:end_portal, minecraft:end_gateway"
"minecraft:pressure_plates","minecraft:light_weighted_pressure_plate, minecraft:heavy_weighted_pressure_plate, minecraft:oak_pressure_plate, minecraft:spruce_pressure_plate, minecraft:birch_pressure_plate, minecraft:jungle_pressure_plate, minecraft:acacia_pressure_plate, minecraft:dark_oak_pressure_plate, minecraft:crimson_pressure_plate, minecraft:warped_pressure_plate, tconstruct:greenheart_pressure_plate, tconstruct:skyroot_pressure_plate, tconstruct:bloodshroom_pressure_plate, minecraft:stone_pressure_plate, minecraft:polished_blackstone_pressure_plate"
"minecraft:prevent_mob_spawning_inside","minecraft:rail, minecraft:powered_rail, minecraft:detector_rail, minecraft:activator_rail, botania:ghost_rail"
"minecraft:rails","minecraft:rail, minecraft:powered_rail, minecraft:detector_rail, minecraft:activator_rail, botania:ghost_rail"
"minecraft:sand","minecraft:sand, minecraft:red_sand"
"minecraft:saplings","minecraft:oak_sapling, minecraft:spruce_sapling, minecraft:birch_sapling, minecraft:jungle_sapling, minecraft:acacia_sapling, minecraft:dark_oak_sapling, tconstruct:earth_slime_sapling, tconstruct:sky_slime_sapling, tconstruct:ichor_slime_sapling, tconstruct:ender_slime_sapling, tconstruct:blood_slime_sapling, quark:blue_blossom_sapling, quark:lavender_blossom_sapling, quark:orange_blossom_sapling, quark:pink_blossom_sapling, quark:yellow_blossom_sapling, quark:red_blossom_sapling"
"minecraft:shulker_boxes","minecraft:shulker_box, minecraft:black_shulker_box, minecraft:blue_shulker_box, minecraft:brown_shulker_box, minecraft:cyan_shulker_box, minecraft:gray_shulker_box, minecraft:green_shulker_box, minecraft:light_blue_shulker_box, minecraft:light_gray_shulker_box, minecraft:lime_shulker_box, minecraft:magenta_shulker_box, minecraft:orange_shulker_box, minecraft:pink_shulker_box, minecraft:purple_shulker_box, minecraft:red_shulker_box, minecraft:white_shulker_box, minecraft:yellow_shulker_box"
"minecraft:signs","minecraft:oak_sign, minecraft:spruce_sign, minecraft:birch_sign, minecraft:acacia_sign, minecraft:jungle_sign, minecraft:dark_oak_sign, minecraft:crimson_sign, minecraft:warped_sign, tconstruct:greenheart_sign, tconstruct:skyroot_sign, tconstruct:bloodshroom_sign, minecraft:oak_wall_sign, minecraft:spruce_wall_sign, minecraft:birch_wall_sign, minecraft:acacia_wall_sign, minecraft:jungle_wall_sign, minecraft:dark_oak_wall_sign, minecraft:crimson_wall_sign, minecraft:warped_wall_sign, tconstruct:greenheart_wall_sign, tconstruct:skyroot_wall_sign, tconstruct:bloodshroom_wall_sign"
